"","site","elevation_ft","width_ft","Biology","Presence","Bio.Colors"
"441","C",13.619431,21.487269,"Barnacles",1,"bisque2"
"442","C",13.333984,24.151441,"Barnacles",1,"bisque2"
"443","C",13.183058,26.845142,"Green_Algae",1,"seagreen"
"444","C",13.183058,26.845142,"Brown_Algae",1,"chocolate4"
"445","C",13.183058,26.845142,"Barnacles",1,"bisque2"
"446","C",12.884487,29.410884,"Green_Algae",1,"seagreen"
"447","C",12.884487,29.410884,"Barnacles",1,"bisque2"
"448","C",12.66466,32.065213,"Green_Algae",1,"seagreen"
"449","C",12.66466,32.065213,"Brown_Algae",1,"chocolate4"
"450","C",12.66466,32.065213,"Barnacles",1,"bisque2"
"451","C",12.43499,34.663765,"Green_Algae",1,"seagreen"
"452","C",12.43499,34.663765,"Brown_Algae",1,"chocolate4"
"453","C",12.43499,34.663765,"Barnacles",1,"bisque2"
"454","C",12.251254,37.324656,"Green_Algae",1,"seagreen"
"455","C",12.251254,37.324656,"Brown_Algae",1,"chocolate4"
"456","C",12.251254,37.324656,"Barnacles",1,"bisque2"
"457","C",12.07408,40.067572,"Green_Algae",1,"seagreen"
"458","C",12.07408,40.067572,"Barnacles",1,"bisque2"
"459","C",11.860815,42.780959,"Green_Algae",1,"seagreen"
"460","C",11.860815,42.780959,"Barnacles",1,"bisque2"
"461","C",11.621302,45.589495,"Green_Algae",1,"seagreen"
"462","C",11.621302,45.589495,"Barnacles",1,"bisque2"
"463","C",11.401475,48.375064,"Green_Algae",1,"seagreen"
"464","C",11.401475,48.375064,"Barnacles",1,"bisque2"
"465","C",11.194772,51.137666,"Green_Algae",1,"seagreen"
"466","C",11.194772,51.137666,"Barnacles",1,"bisque2"
"467","C",11.063532,53.801838,"Green_Algae",1,"seagreen"
"468","C",11.063532,53.801838,"Barnacles",1,"bisque2"
"469","C",10.86011,56.561159,"Green_Algae",1,"seagreen"
"470","C",10.709184,59.395943,"Bare",1,"black"
"471","C",10.492638,62.181512,"Bare",1,"black"
"472","C",10.354836,64.957238,"Red_Algae",1,"firebrick"
"473","C",10.157976,67.647658,"Bare",1,"black"
"474","C",9.957835,70.34464,"Red_Algae",1,"firebrick"
"475","C",9.957835,70.34464,"Z_japonica",1,"green2"
"476","C",9.839719,73.172862,"Z_japonica",1,"green2"
"477","C",9.672388,75.935464,"Z_japonica",1,"green2"
"478","C",9.488652,78.730876,"Tube_Worms",1,"gold"
"479","C",9.488652,78.730876,"Z_japonica",1,"green2"
"480","C",9.324602,81.519726,"Z_japonica",1,"green2"
"481","C",9.157271,84.35451,"Barnacles",1,"bisque2"
"482","C",9.157271,84.35451,"Z_japonica",1,"green2"
"483","C",8.973535,87.179451,"Barnacles",1,"bisque2"
"484","C",8.973535,87.179451,"Z_japonica",1,"green2"
"485","C",8.796361,89.909243,"Z_japonica",1,"green2"
"486","C",8.612625,92.668564,"Z_japonica",1,"green2"
"487","C",8.412484,95.322893,"Z_japonica",1,"green2"
"488","C",8.195938,98.019875,"Z_japonica",1,"green2"
"489","C",8.061417,100.815287,"Tube_Worms",1,"gold"
"490","C",8.061417,100.815287,"Z_japonica",1,"green2"
"491","C",7.923615,103.568046,"Tube_Worms",1,"gold"
"492","C",7.923615,103.568046,"Z_japonica",1,"green2"
"493","C",7.789094,106.376582,"Tube_Worms",1,"gold"
"494","C",7.789094,106.376582,"Z_japonica",1,"green2"
"495","C",7.628325,109.063721,"Tube_Worms",1,"gold"
"496","C",7.628325,109.063721,"Z_japonica",1,"green2"
"497","C",7.493804,111.859133,"Tube_Worms",1,"gold"
"498","C",7.493804,111.859133,"Z_japonica",1,"green2"
"499","C",7.388812,114.556115,"Tube_Worms",1,"gold"
"500","C",7.388812,114.556115,"Z_japonica",1,"green2"
"501","C",7.205076,117.285907,"Tube_Worms",1,"gold"
"502","C",7.205076,117.285907,"Z_japonica",1,"green2"
"503","C",7.103365,120.028823,"Tube_Worms",1,"gold"
"504","C",7.103365,120.028823,"Z_japonica",1,"green2"
"505","C",6.936034,122.755334,"Tube_Worms",1,"gold"
"506","C",6.936034,122.755334,"Z_japonica",1,"green2"
"507","C",6.860571,125.534341,"Tube_Worms",1,"gold"
"508","C",6.860571,125.534341,"Z_japonica",1,"green2"
"509","C",6.749017,128.303505,"Tube_Worms",1,"gold"
"510","C",6.749017,128.303505,"Z_japonica",1,"green2"
"511","C",6.614496,131.105479,"Tube_Worms",1,"gold"
"512","C",6.614496,131.105479,"Z_japonica",1,"green2"
"513","C",6.49638,133.79918,"Tube_Worms",1,"gold"
"514","C",6.49638,133.79918,"Z_japonica",1,"green2"
"515","C",6.352016,136.558501,"Tube_Worms",1,"gold"
"516","C",6.352016,136.558501,"Z_japonica",1,"green2"
"517","C",6.16828,139.353913,"Tube_Worms",1,"gold"
"518","C",6.16828,139.353913,"Z_japonica",1,"green2"
"519","C",6.046883,142.041052,"Tube_Worms",1,"gold"
"520","C",6.046883,142.041052,"Z_japonica",1,"green2"
"521","C",5.876271,144.826621,"Tube_Worms",1,"gold"
"522","C",5.876271,144.826621,"Z_japonica",1,"green2"
"523","C",5.758155,147.490793,"Tube_Worms",1,"gold"
"524","C",5.758155,147.490793,"Z_japonica",1,"green2"
"525","C",5.574419,150.286205,"Tube_Worms",1,"gold"
"526","C",5.574419,150.286205,"Z_japonica",1,"green2"
"527","C",5.439898,152.924129,"Tube_Worms",1,"gold"
"528","C",5.439898,152.924129,"Z_japonica",1,"green2"
"529","C",5.262724,155.74907,"Tube_Worms",1,"gold"
"530","C",5.262724,155.74907,"Z_japonica",1,"green2"
"531","C",5.121641,158.534639,"Tube_Worms",1,"gold"
"532","C",5.121641,158.534639,"Z_japonica",1,"green2"
"533","C",5.023211,161.270993,"Green_Algae",1,"seagreen"
"534","C",5.023211,161.270993,"Tube_Worms",1,"gold"
"535","C",5.023211,161.270993,"Z_japonica",1,"green2"
"536","C",4.898533,163.931884,"Tube_Worms",1,"gold"
"537","C",4.898533,163.931884,"Z_japonica",1,"green2"
"538","C",4.777136,166.628866,"Tube_Worms",1,"gold"
"539","C",4.777136,166.628866,"Z_japonica",1,"green2"
"540","C",4.639334,169.316005,"Tube_Worms",1,"gold"
"541","C",4.639334,169.316005,"Z_japonica",1,"green2"
"542","C",4.521218,172.009706,"Tube_Worms",1,"gold"
"543","C",4.521218,172.009706,"Z_japonica",1,"green2"
"544","C",4.403102,174.739498,"Tube_Worms",1,"gold"
"545","C",4.403102,174.739498,"Z_japonica",1,"green2"
"546","C",4.284986,177.53491,"Tube_Worms",1,"gold"
"547","C",4.284986,177.53491,"Z_japonica",1,"green2"
"548","C",4.163589,180.327041,"Tube_Worms",1,"gold"
"549","C",4.163589,180.327041,"Z_japonica",1,"green2"
"550","C",4.081564,183.030585,"Tube_Worms",1,"gold"
"551","C",4.081564,183.030585,"Z_japonica",1,"green2"
"552","C",3.963448,185.727567,"Tube_Worms",1,"gold"
"553","C",3.963448,185.727567,"Z_japonica",1,"green2"
"554","C",3.861737,188.414706,"Tube_Worms",1,"gold"
"555","C",3.861737,188.414706,"Z_japonica",1,"green2"
"556","C",3.697687,191.082159,"Tube_Worms",1,"gold"
"557","C",3.697687,191.082159,"Z_japonica",1,"green2"
"558","C",3.481141,193.923505,"Red_Algae",1,"firebrick"
"559","C",3.481141,193.923505,"Z_japonica",1,"green2"
"560","C",3.366306,196.764851,"Red_Algae",1,"firebrick"
"561","C",3.366306,196.764851,"Z_japonica",1,"green2"
"562","C",3.221942,199.534015,"Z_japonica",1,"green2"
"563","C",3.071016,202.342551,"Z_japonica",1,"green2"
"564","C",2.88728,205.170773,"Z_japonica",1,"green2"
"565","C",2.772445,207.979309,"Z_japonica",1,"green2"
"566","C",2.634643,210.745192,"Z_japonica",1,"green2"
"567","C",2.441064,213.570133,"Z_japonica",1,"green2"
"568","C",2.23108,216.388512,"Green_Algae",1,"seagreen"
"569","C",2.23108,216.388512,"Brown_Algae",1,"chocolate4"
"570","C",2.23108,216.388512,"Red_Algae",1,"firebrick"
"571","C",2.23108,216.388512,"Z_japonica",1,"green2"
"572","C",1.998129,219.229858,"Z_japonica",1,"green2"
"573","C",1.847203,221.989179,"Green_Algae",1,"seagreen"
"574","C",1.847203,221.989179,"Z_japonica",1,"green2"
"575","C",1.699558,224.817401,"Z_japonica",1,"green2"
"576","C",1.525665,227.580003,"Z_japonica",1,"green2"
"577","C",1.341929,230.441035,"Green_Algae",1,"seagreen"
"578","C",1.341929,230.441035,"Z_japonica",1,"green2"
"579","C",1.151631,233.216761,"Green_Algae",1,"seagreen"
"580","C",1.151631,233.216761,"Red_Algae",1,"firebrick"
"581","C",1.151631,233.216761,"Z_japonica",1,"green2"
"582","C",0.902274999999998,235.982644,"Green_Algae",1,"seagreen"
"583","C",0.902274999999998,235.982644,"Z_japonica",1,"green2"
"584","C",0.767754,238.797742,"Green_Algae",1,"seagreen"
"585","C",0.767754,238.797742,"Red_Algae",1,"firebrick"
"586","C",0.767754,238.797742,"Z_japonica",1,"green2"
"587","C",0.531522,241.540658,"Green_Algae",1,"seagreen"
"588","C",0.531522,241.540658,"Z_japonica",1,"green2"
"589","C",0.341224,244.227797,"Green_Algae",1,"seagreen"
"590","C",0.341224,244.227797,"Tube_Worms",1,"gold"
"591","C",0.341224,244.227797,"Z_japonica",1,"green2"
"592","C",0.0918679999999986,247.019928,"Green_Algae",1,"seagreen"
"593","C",0.0918679999999986,247.019928,"Red_Algae",1,"firebrick"
"594","C",0.0918679999999986,247.019928,"Tube_Worms",1,"gold"
"595","C",-0.118115999999999,249.74972,"Green_Algae",1,"seagreen"
"596","C",-0.118115999999999,249.74972,"Red_Algae",1,"firebrick"
"597","C",-0.118115999999999,249.74972,"Tube_Worms",1,"gold"
"598","C",-0.308414000000001,252.610752,"Green_Algae",1,"seagreen"
"599","C",-0.308414000000001,252.610752,"Red_Algae",1,"firebrick"
"600","C",-0.308414000000001,252.610752,"Tube_Worms",1,"gold"
"601","C",-0.551208,255.452098,"Green_Algae",1,"seagreen"
"602","C",-0.551208,255.452098,"Red_Algae",1,"firebrick"
"603","C",-0.551208,255.452098,"Tube_Worms",1,"gold"
"604","C",-0.761192000000004,258.188452,"Green_Algae",1,"seagreen"
"605","C",-0.761192000000004,258.188452,"Brown_Algae",1,"chocolate4"
"606","C",-0.761192000000004,258.188452,"Red_Algae",1,"firebrick"
"607","C",-0.761192000000004,258.188452,"Tube_Worms",1,"gold"
"608","C",-0.964614000000002,260.934649,"Bare",1,"black"
"609","L",26.08395,0,"Bare",1,"black"
"610","L",25.421188,2.956181,"Bare",1,"black"
"611","L",24.925757,5.817213,"Bare",1,"black"
"612","L",24.361425,8.609344,"Bare",1,"black"
"613","L",23.839746,11.371946,"Barnacles",1,"bisque2"
"614","L",23.551018,14.180482,"Barnacles",1,"bisque2"
"615","L",23.085116,16.949646,"Barnacles",1,"bisque2"
"616","L",22.707801,19.577727,"Barnacles",1,"bisque2"
"617","L",22.202527,22.117221,"Barnacles",1,"bisque2"
"618","L",21.671005,24.787955,"Barnacles",1,"bisque2"
"619","L",21.29369,27.524309,"Barnacles",1,"bisque2"
"620","L",20.837631,30.342688,"Barnacles",1,"bisque2"
"621","L",20.837631,30.342688,"Anemone",1,"orange"
"622","L",20.509531,33.052794,"Red_Algae",1,"firebrick"
"623","L",20.509531,33.052794,"Barnacles",1,"bisque2"
"624","L",20.509531,33.052794,"Anemone",1,"orange"
"625","L",20.099406,35.815396,"Red_Algae",1,"firebrick"
"626","L",20.099406,35.815396,"Barnacles",1,"bisque2"
"627","L",20.099406,35.815396,"Anemone",1,"orange"
"628","L",19.787711,38.568155,"Red_Algae",1,"firebrick"
"629","L",19.787711,38.568155,"Barnacles",1,"bisque2"
"630","L",19.787711,38.568155,"Anemone",1,"orange"
"631","L",19.508826,41.261856,"Red_Algae",1,"firebrick"
"632","L",19.508826,41.261856,"Barnacles",1,"bisque2"
"633","L",19.508826,41.261856,"Anemone",1,"orange"
"634","L",19.180726,44.027739,"Red_Algae",1,"firebrick"
"635","L",19.180726,44.027739,"Barnacles",1,"bisque2"
"636","L",19.180726,44.027739,"Anemone",1,"orange"
"637","L",18.891998,46.72144,"Red_Algae",1,"firebrick"
"638","L",18.891998,46.72144,"Barnacles",1,"bisque2"
"639","L",18.891998,46.72144,"Anemone",1,"orange"
"640","L",18.580303,49.431546,"Red_Algae",1,"firebrick"
"641","L",18.580303,49.431546,"Barnacles",1,"bisque2"
"642","L",18.580303,49.431546,"Anemone",1,"orange"
"643","L",18.291575,52.158057,"Red_Algae",1,"firebrick"
"644","L",18.291575,52.158057,"Barnacles",1,"bisque2"
"645","L",18.291575,52.158057,"Anemone",1,"orange"
"646","L",18.061905,54.868163,"Red_Algae",1,"firebrick"
"647","L",18.061905,54.868163,"Barnacles",1,"bisque2"
"648","L",18.061905,54.868163,"Anemone",1,"orange"
"649","L",17.861764,57.725914,"Brown_Algae",1,"chocolate4"
"650","L",17.861764,57.725914,"Red_Algae",1,"firebrick"
"651","L",17.861764,57.725914,"Barnacles",1,"bisque2"
"652","L",17.861764,57.725914,"Anemone",1,"orange"
"653","L",17.559912,60.521326,"Brown_Algae",1,"chocolate4"
"654","L",17.559912,60.521326,"Red_Algae",1,"firebrick"
"655","L",17.559912,60.521326,"Barnacles",1,"bisque2"
"656","L",17.559912,60.521326,"Anemone",1,"orange"
"657","L",17.336804,63.280647,"Brown_Algae",1,"chocolate4"
"658","L",17.336804,63.280647,"Red_Algae",1,"firebrick"
"659","L",17.336804,63.280647,"Barnacles",1,"bisque2"
"660","L",17.336804,63.280647,"Anemone",1,"orange"
"661","L",17.071043,65.967786,"Brown_Algae",1,"chocolate4"
"662","L",17.071043,65.967786,"Red_Algae",1,"firebrick"
"663","L",17.071043,65.967786,"Barnacles",1,"bisque2"
"664","L",16.838092,68.710702,"Red_Algae",1,"firebrick"
"665","L",16.838092,68.710702,"Barnacles",1,"bisque2"
"666","L",16.614984,71.404403,"Red_Algae",1,"firebrick"
"667","L",16.614984,71.404403,"Barnacles",1,"bisque2"
"668","L",16.506711,74.048889,"Red_Algae",1,"firebrick"
"669","L",16.506711,74.048889,"Barnacles",1,"bisque2"
"670","L",16.244231,76.67697,"Red_Algae",1,"firebrick"
"671","L",16.244231,76.67697,"Barnacles",1,"bisque2"
"672","L",16.244231,76.67697,"Anemone",1,"orange"
"673","L",15.998156,79.469101,"Red_Algae",1,"firebrick"
"674","L",15.998156,79.469101,"Barnacles",1,"bisque2"
"675","L",15.7488,82.182488,"Green_Algae",1,"seagreen"
"676","L",15.7488,82.182488,"Red_Algae",1,"firebrick"
"677","L",15.7488,82.182488,"Barnacles",1,"bisque2"
"678","L",15.7488,82.182488,"Anemone",1,"orange"
"679","L",15.446948,85.040239,"Red_Algae",1,"firebrick"
"680","L",15.446948,85.040239,"Barnacles",1,"bisque2"
"681","L",15.446948,85.040239,"Anemone",1,"orange"
"682","L",15.302584,87.66832,"Brown_Algae",1,"chocolate4"
"683","L",15.302584,87.66832,"Red_Algae",1,"firebrick"
"684","L",15.302584,87.66832,"Barnacles",1,"bisque2"
"685","L",15.069633,90.378426,"Red_Algae",1,"firebrick"
"686","L",15.069633,90.378426,"Barnacles",1,"bisque2"
"687","L",15.069633,90.378426,"Anemone",1,"orange"
"688","L",14.820277,93.150871,"Brown_Algae",1,"chocolate4"
"689","L",14.820277,93.150871,"Red_Algae",1,"firebrick"
"690","L",14.820277,93.150871,"Barnacles",1,"bisque2"
"691","L",14.820277,93.150871,"Anemone",1,"orange"
"692","L",14.603731,96.015184,"Brown_Algae",1,"chocolate4"
"693","L",14.603731,96.015184,"Red_Algae",1,"firebrick"
"694","L",14.603731,96.015184,"Barnacles",1,"bisque2"
"695","L",14.603731,96.015184,"Anemone",1,"orange"
"696","L",14.321565,98.708885,"Brown_Algae",1,"chocolate4"
"697","L",14.321565,98.708885,"Barnacles",1,"bisque2"
"698","L",14.321565,98.708885,"Anemone",1,"orange"
"699","L",14.118143,101.386181,"Brown_Algae",1,"chocolate4"
"700","L",14.118143,101.386181,"Barnacles",1,"bisque2"
"701","L",14.118143,101.386181,"Anemone",1,"orange"
"702","L",13.852382,104.086444,"Brown_Algae",1,"chocolate4"
"703","L",13.852382,104.086444,"Red_Algae",1,"firebrick"
"704","L",13.852382,104.086444,"Barnacles",1,"bisque2"
"705","L",13.852382,104.086444,"Anemone",1,"orange"
"706","L",13.74739,106.750616,"Green_Algae",1,"seagreen"
"707","L",13.74739,106.750616,"Brown_Algae",1,"chocolate4"
"708","L",13.74739,106.750616,"Barnacles",1,"bisque2"
"709","L",13.74739,106.750616,"Anemone",1,"orange"
"710","L",13.455381,109.437755,"Green_Algae",1,"seagreen"
"711","L",13.455381,109.437755,"Brown_Algae",1,"chocolate4"
"712","L",13.455381,109.437755,"Barnacles",1,"bisque2"
"713","L",13.455381,109.437755,"Anemone",1,"orange"
"714","L",13.18962,112.220043,"Green_Algae",1,"seagreen"
"715","L",13.18962,112.220043,"Brown_Algae",1,"chocolate4"
"716","L",13.18962,112.220043,"Barnacles",1,"bisque2"
"717","L",13.18962,112.220043,"Anemone",1,"orange"
"718","L",12.973074,114.995769,"Green_Algae",1,"seagreen"
"719","L",12.973074,114.995769,"Brown_Algae",1,"chocolate4"
"720","L",12.973074,114.995769,"Barnacles",1,"bisque2"
"721","L",12.973074,114.995769,"Anemone",1,"orange"
"722","L",12.674503,117.837115,"Green_Algae",1,"seagreen"
"723","L",12.674503,117.837115,"Brown_Algae",1,"chocolate4"
"724","L",12.674503,117.837115,"Barnacles",1,"bisque2"
"725","L",12.674503,117.837115,"Anemone",1,"orange"
"726","L",12.497329,120.645651,"Green_Algae",1,"seagreen"
"727","L",12.497329,120.645651,"Brown_Algae",1,"chocolate4"
"728","L",12.497329,120.645651,"Barnacles",1,"bisque2"
"729","L",12.497329,120.645651,"Anemone",1,"orange"
"730","L",12.149543,123.490278,"Green_Algae",1,"seagreen"
"731","L",12.149543,123.490278,"Brown_Algae",1,"chocolate4"
"732","L",12.149543,123.490278,"Red_Algae",1,"firebrick"
"733","L",12.149543,123.490278,"Barnacles",1,"bisque2"
"734","L",12.149543,123.490278,"Anemone",1,"orange"
"735","L",11.864096,126.15445,"Green_Algae",1,"seagreen"
"736","L",11.864096,126.15445,"Brown_Algae",1,"chocolate4"
"737","L",11.864096,126.15445,"Red_Algae",1,"firebrick"
"738","L",11.864096,126.15445,"Barnacles",1,"bisque2"
"739","L",11.864096,126.15445,"Anemone",1,"orange"
"740","L",11.598335,128.985953,"Green_Algae",1,"seagreen"
"741","L",11.598335,128.985953,"Brown_Algae",1,"chocolate4"
"742","L",11.598335,128.985953,"Red_Algae",1,"firebrick"
"743","L",11.598335,128.985953,"Barnacles",1,"bisque2"
"744","L",11.598335,128.985953,"Anemone",1,"orange"
"745","L",11.270235,131.814175,"Green_Algae",1,"seagreen"
"746","L",11.270235,131.814175,"Brown_Algae",1,"chocolate4"
"747","L",11.270235,131.814175,"Red_Algae",1,"firebrick"
"748","L",11.270235,131.814175,"Barnacles",1,"bisque2"
"749","L",11.270235,131.814175,"Anemone",1,"orange"
"750","L",10.984788,134.524281,"Green_Algae",1,"seagreen"
"751","L",10.984788,134.524281,"Brown_Algae",1,"chocolate4"
"752","L",10.984788,134.524281,"Red_Algae",1,"firebrick"
"753","L",10.984788,134.524281,"Barnacles",1,"bisque2"
"754","L",10.984788,134.524281,"Anemone",1,"orange"
"755","L",10.824019,137.300007,"Green_Algae",1,"seagreen"
"756","L",10.824019,137.300007,"Brown_Algae",1,"chocolate4"
"757","L",10.824019,137.300007,"Red_Algae",1,"firebrick"
"758","L",10.824019,137.300007,"Barnacles",1,"bisque2"
"759","L",10.824019,137.300007,"Anemone",1,"orange"
"760","L",10.509043,140.052766,"Green_Algae",1,"seagreen"
"761","L",10.509043,140.052766,"Brown_Algae",1,"chocolate4"
"762","L",10.509043,140.052766,"Red_Algae",1,"firebrick"
"763","L",10.509043,140.052766,"Barnacles",1,"bisque2"
"764","L",10.509043,140.052766,"Anemone",1,"orange"
"765","L",10.338431,142.762872,"Green_Algae",1,"seagreen"
"766","L",10.338431,142.762872,"Brown_Algae",1,"chocolate4"
"767","L",10.338431,142.762872,"Red_Algae",1,"firebrick"
"768","L",10.338431,142.762872,"Barnacles",1,"bisque2"
"769","L",10.338431,142.762872,"Anemone",1,"orange"
"770","L",10.102199,145.505788,"Green_Algae",1,"seagreen"
"771","L",10.102199,145.505788,"Brown_Algae",1,"chocolate4"
"772","L",10.102199,145.505788,"Red_Algae",1,"firebrick"
"773","L",10.102199,145.505788,"Barnacles",1,"bisque2"
"774","L",10.102199,145.505788,"Anemone",1,"orange"
"775","L",9.833157,148.317605,"Green_Algae",1,"seagreen"
"776","L",9.833157,148.317605,"Brown_Algae",1,"chocolate4"
"777","L",9.833157,148.317605,"Red_Algae",1,"firebrick"
"778","L",9.833157,148.317605,"Barnacles",1,"bisque2"
"779","L",9.833157,148.317605,"Anemone",1,"orange"
"780","L",9.560834,151.152389,"Green_Algae",1,"seagreen"
"781","L",9.560834,151.152389,"Brown_Algae",1,"chocolate4"
"782","L",9.560834,151.152389,"Red_Algae",1,"firebrick"
"783","L",9.560834,151.152389,"Barnacles",1,"bisque2"
"784","L",9.560834,151.152389,"Anemone",1,"orange"
"785","L",9.268825,153.806718,"Green_Algae",1,"seagreen"
"786","L",9.268825,153.806718,"Brown_Algae",1,"chocolate4"
"787","L",9.268825,153.806718,"Red_Algae",1,"firebrick"
"788","L",9.268825,153.806718,"Barnacles",1,"bisque2"
"789","L",9.268825,153.806718,"Anemone",1,"orange"
"790","L",8.940725,156.552915,"Green_Algae",1,"seagreen"
"791","L",8.940725,156.552915,"Brown_Algae",1,"chocolate4"
"792","L",8.940725,156.552915,"Red_Algae",1,"firebrick"
"793","L",8.940725,156.552915,"Barnacles",1,"bisque2"
"794","L",8.940725,156.552915,"Anemone",1,"orange"
"795","L",8.648716,159.295831,"Green_Algae",1,"seagreen"
"796","L",8.648716,159.295831,"Brown_Algae",1,"chocolate4"
"797","L",8.648716,159.295831,"Red_Algae",1,"firebrick"
"798","L",8.648716,159.295831,"Barnacles",1,"bisque2"
"799","L",8.648716,159.295831,"Anemone",1,"orange"
"800","L",8.350145,162.058433,"Green_Algae",1,"seagreen"
"801","L",8.350145,162.058433,"Brown_Algae",1,"chocolate4"
"802","L",8.350145,162.058433,"Red_Algae",1,"firebrick"
"803","L",8.350145,162.058433,"Barnacles",1,"bisque2"
"804","L",8.350145,162.058433,"Anemone",1,"orange"
"805","L",8.094227,164.916184,"Green_Algae",1,"seagreen"
"806","L",8.094227,164.916184,"Brown_Algae",1,"chocolate4"
"807","L",8.094227,164.916184,"Red_Algae",1,"firebrick"
"808","L",8.094227,164.916184,"Barnacles",1,"bisque2"
"809","L",8.094227,164.916184,"Anemone",1,"orange"
"810","L",7.871119,167.760811,"Green_Algae",1,"seagreen"
"811","L",7.871119,167.760811,"Brown_Algae",1,"chocolate4"
"812","L",7.871119,167.760811,"Red_Algae",1,"firebrick"
"813","L",7.871119,167.760811,"Barnacles",1,"bisque2"
"814","L",7.871119,167.760811,"Anemone",1,"orange"
"815","L",7.585672,170.454512,"Green_Algae",1,"seagreen"
"816","L",7.585672,170.454512,"Red_Algae",1,"firebrick"
"817","L",7.585672,170.454512,"Barnacles",1,"bisque2"
"818","L",7.585672,170.454512,"Anemone",1,"orange"
"819","L",7.310068,173.164618,"Green_Algae",1,"seagreen"
"820","L",7.310068,173.164618,"Red_Algae",1,"firebrick"
"821","L",7.310068,173.164618,"Anemone",1,"orange"
"822","L",7.093522,175.746765,"Green_Algae",1,"seagreen"
"823","L",7.093522,175.746765,"Red_Algae",1,"firebrick"
"824","L",7.093522,175.746765,"Anemone",1,"orange"
"825","L",6.827761,178.574987,"Green_Algae",1,"seagreen"
"826","L",6.827761,178.574987,"Anemone",1,"orange"
"827","L",6.578405,181.317903,"Green_Algae",1,"seagreen"
"828","L",6.578405,181.317903,"Brown_Algae",1,"chocolate4"
"829","L",6.578405,181.317903,"Anemone",1,"orange"
"830","L",6.29952,184.09691,"Green_Algae",1,"seagreen"
"831","L",6.29952,184.09691,"Brown_Algae",1,"chocolate4"
"832","L",6.29952,184.09691,"Barnacles",1,"bisque2"
"833","L",6.29952,184.09691,"Anemone",1,"orange"
"834","L",6.066569,186.797173,"Green_Algae",1,"seagreen"
"835","L",6.066569,186.797173,"Red_Algae",1,"firebrick"
"836","L",6.066569,186.797173,"Barnacles",1,"bisque2"
"837","L",6.066569,186.797173,"Anemone",1,"orange"
"838","L",5.810651,189.57618,"Green_Algae",1,"seagreen"
"839","L",5.810651,189.57618,"Brown_Algae",1,"chocolate4"
"840","L",5.810651,189.57618,"Barnacles",1,"bisque2"
"841","L",5.810651,189.57618,"Anemone",1,"orange"
"842","L",5.649882,192.361749,"Green_Algae",1,"seagreen"
"843","L",5.649882,192.361749,"Brown_Algae",1,"chocolate4"
"844","L",5.649882,192.361749,"Red_Algae",1,"firebrick"
"845","L",5.649882,192.361749,"Barnacles",1,"bisque2"
"846","L",5.649882,192.361749,"Tube_Worms",1,"gold"
"847","L",5.649882,192.361749,"Anemone",1,"orange"
"848","L",5.466146,195.144037,"Green_Algae",1,"seagreen"
"849","L",5.466146,195.144037,"Red_Algae",1,"firebrick"
"850","L",5.466146,195.144037,"Anemone",1,"orange"
"851","L",5.220071,197.863986,"Green_Algae",1,"seagreen"
"852","L",5.220071,197.863986,"Anemone",1,"orange"
"853","L",4.928062,200.593778,"Green_Algae",1,"seagreen"
"854","L",4.928062,200.593778,"Red_Algae",1,"firebrick"
"855","L",4.928062,200.593778,"Anemone",1,"orange"
"856","L",4.619648,203.359661,"Green_Algae",1,"seagreen"
"857","L",4.619648,203.359661,"Red_Algae",1,"firebrick"
"858","L",4.619648,203.359661,"Barnacles",1,"bisque2"
"859","L",4.619648,203.359661,"Anemone",1,"orange"
"860","L",4.317796,206.187883,"Green_Algae",1,"seagreen"
"861","L",4.317796,206.187883,"Red_Algae",1,"firebrick"
"862","L",4.317796,206.187883,"Anemone",1,"orange"
"863","L",4.045473,208.983295,"Green_Algae",1,"seagreen"
"864","L",4.045473,208.983295,"Red_Algae",1,"firebrick"
"865","L",4.045473,208.983295,"Anemone",1,"orange"
"866","L",3.878142,211.768864,"Green_Algae",1,"seagreen"
"867","L",3.878142,211.768864,"Barnacles",1,"bisque2"
"868","L",3.878142,211.768864,"Anemone",1,"orange"
"869","L",3.628786,214.626615,"Green_Algae",1,"seagreen"
"870","L",3.628786,214.626615,"Anemone",1,"orange"
"871","L",3.34662,217.533581,"Green_Algae",1,"seagreen"
"872","L",3.34662,217.533581,"Red_Algae",1,"firebrick"
"873","L",3.34662,217.533581,"Barnacles",1,"bisque2"
"874","L",3.34662,217.533581,"Anemone",1,"orange"
"875","L",3.113669,220.306026,"Green_Algae",1,"seagreen"
"876","L",3.113669,220.306026,"Brown_Algae",1,"chocolate4"
"877","L",3.113669,220.306026,"Red_Algae",1,"firebrick"
"878","L",3.113669,220.306026,"Anemone",1,"orange"
"879","L",2.785569,222.963636,"Green_Algae",1,"seagreen"
"880","L",2.785569,222.963636,"Red_Algae",1,"firebrick"
"881","L",2.785569,222.963636,"Anemone",1,"orange"
"882","L",2.509965,225.726238,"Green_Algae",1,"seagreen"
"883","L",2.509965,225.726238,"Red_Algae",1,"firebrick"
"884","L",2.509965,225.726238,"Anemone",1,"orange"
"885","L",2.181865,228.492121,"Green_Algae",1,"seagreen"
"886","L",2.181865,228.492121,"Brown_Algae",1,"chocolate4"
"887","L",2.181865,228.492121,"Red_Algae",1,"firebrick"
"888","L",2.181865,228.492121,"Anemone",1,"orange"
"889","L",2.057187,231.231756,"Green_Algae",1,"seagreen"
